No,id,version,lat,lon,°æµµ,Áö¹øÁÖ¼Ò,µµ·Î¸íÁÖ¼Ò
29,721793098,1,35.1915718,126.8114661,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1438,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 9-3
30,721793099,1,35.1915681,126.8113068,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1441,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-4
31,721793100,1,35.191782,126.8110663,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1429,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-7
32,721793101,1,35.19164,126.8110421,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1430,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-5
33,721793102,1,35.1915064,126.8110451,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1431,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-3
34,721793103,1,35.1916583,126.8108467,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1435,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 1-6
35,721793104,1,35.1913719,126.811464,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1439,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 9-1
36,721793105,1,35.1915507,126.811844,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1444,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 11-3
37,721793106,1,35.191355,126.8118521,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1445,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 11-1
38,721793107,1,35.1913792,126.8113063,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1440,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-2
39,721793108,1,35.1913582,126.8110322,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1432,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 5-1
40,721793109,1,35.1915163,126.8108566,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1434,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 1-4
41,721793110,1,35.1913663,126.8108497,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1433,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 1-2
42,721793111,1,35.1917445,126.8125833,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1458,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 8
43,721793112,1,35.1917491,126.8123006,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1449,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 7
44,721793113,1,35.1917296,126.8121361,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1448,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 11-8
45,721793114,1,35.1915585,126.812309,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1450,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 5
46,721793115,1,35.1913345,126.8122886,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1451,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 3
47,721793116,1,35.1914763,126.8121209,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1452,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 13
48,721793117,1,35.1915628,126.8125681,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1463,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 6
49,721793118,1,35.1915541,126.8127551,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1460,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 19-3
50,721793119,1,35.1913486,126.8127429,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1461,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø¾È±æ 19
51,721793120,1,35.1913269,126.8125522,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1462,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î19¹ø±æ 4
52,721793121,1,35.1919097,126.8145216,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1277,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø±æ 4
53,721793122,1,35.1917261,126.8145065,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1276,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î 228
54,721793123,1,35.1915849,126.8145083,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1275,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î 226
55,721793124,1,35.1914286,126.8145169,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1273,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î 224
56,721793125,1,35.191296,126.8145216,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1272,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î 222
57,721793126,1,35.1911348,126.8145105,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1271,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 39
58,721793127,1,35.1910964,126.8148371,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1269,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 41
59,721793128,1,35.1910923,126.8150334,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1268,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 45
60,721793129,1,35.1910854,126.8152423,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1266,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 47
61,721793130,1,35.1910927,126.8154953,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1265,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 51
62,721793131,1,35.1911332,126.8158859,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1263,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î 53
63,721793132,1,35.1913256,126.8158731,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1262,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 38
64,721793133,1,35.1914796,126.8158995,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1261,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 40
65,721793134,1,35.191678,126.8159309,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1260,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 44
66,721793135,1,35.1914026,126.8148324,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1281,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 13
67,721793136,1,35.1914604,126.8149466,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1282,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 11
68,721793137,1,35.1913614,126.8151696,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1289,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 31
69,721793138,1,35.1915334,126.8150419,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1283,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 9
70,721793139,1,35.1914579,126.8152767,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1288,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 31
71,721793140,1,35.1915609,126.8153637,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1287,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 35
72,721793141,1,35.1915825,126.8151681,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1284,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 7
73,721793142,1,35.1916376,126.8154728,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1286,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 39
74,721793143,1,35.1918521,126.8159552,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1258,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 48
75,721793144,1,35.1919049,126.8155961,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1256,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø±æ 22
76,721793145,1,35.1918822,126.815413,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1255,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø±æ 20
77,721793146,1,35.1919917,126.8159561,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1257,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î228¹ø±æ 52
78,723926518,2,35.1922161,126.8149683,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1243,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø¾È±æ 1
79,723926531,1,35.1921872,126.8152742,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1189,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø¾È±æ 2
80,723926532,1,35.192186,126.8154991,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1188,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Ç³¿µ·Î230¹ø±æ 21
81,728926142,1,35.1904287,126.8131492,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1585,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 54
82,728926143,1,35.190406,126.8129778,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1584,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52
83,728926144,1,35.1902351,126.8131366,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1586,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-13
84,728926145,1,35.1900498,126.8131316,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1587,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-11
85,728926146,1,35.1902388,126.8129883,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1592,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-3
86,728926147,1,35.1900656,126.8129965,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1591,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-5
87,728926148,1,35.1899078,126.8129844,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1590,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-7
88,728926149,1,35.1897302,126.8129824,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1589,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-5
89,728926150,1,35.1897246,126.8127328,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1579,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-10
90,728926151,1,35.1897095,126.8125216,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1580,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 11
91,728926152,1,35.1898917,126.8127191,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1578,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-8
92,728926153,1,35.1898938,126.812547,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1581,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 9
93,728926154,1,35.1900639,126.8127039,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1577,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-6
94,728926155,1,35.1900685,126.8125423,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1582,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 7
95,728926156,1,35.1902322,126.8127083,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1576,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-4
96,728926157,1,35.1902379,126.8125433,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1583,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 5
97,728926158,1,35.1904037,126.8126808,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1575,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 52-2
98,728926159,1,35.1904091,126.8125531,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1574,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 48
99,728926160,1,35.1904173,126.8122492,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1528,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 46
100,728926161,1,35.1904264,126.8120742,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1527,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 44
101,728926162,1,35.1902396,126.812268,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1529,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 6
102,728926163,1,35.1900919,126.812267,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1530,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 8
103,728926164,1,35.190273,126.8120936,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1536,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 44-3
104,728926165,1,35.1900946,126.8120961,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1535,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 44-5
105,728926166,1,35.1899238,126.8122689,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1531,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 10
106,728926167,1,35.189924,126.8120971,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1534,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø¾È±æ 44-7
107,728926168,1,35.1897135,126.8122839,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1532,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 14-2
108,728926169,1,35.1897145,126.8120792,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1533,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 14-4
109,728926170,1,35.1905049,126.813411,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1560,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-18
110,728926171,1,35.1903378,126.8134096,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1562,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-16
111,728926172,1,35.1901709,126.813396,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1563,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-14
112,728926173,1,35.1898391,126.8133687,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1565,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-10
113,728926174,1,35.1896933,126.8132964,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1566,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-8
114,728926175,1,35.189578,126.8131403,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1568,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-6
115,728926176,1,35.1895401,126.8129367,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1569,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-4
116,728926177,1,35.1895336,126.8127122,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1570,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13-2
117,728926178,1,35.1894961,126.8125071,,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå´öµ¿ 1571,±¤ÁÖ±¤¿ª½Ã ±¤»ê±¸ Àå½Å·Î20¹ø±æ 13
