id,version,lat,lon
471852337,1,37.4731414,126.9659805
471859428,1,37.4723934,126.9663587
471860326,2,37.4721061,126.9666493
810332675,1,37.4707791,126.9700507
810356835,2,37.4727192,126.9708419
810356836,1,37.4723642,126.9708109
827786686,1,37.4717954,126.9721154
897167684,1,37.470247,126.9678414
897167685,1,37.4701333,126.9676963
897167686,1,37.4700856,126.9678911
897167687,1,37.4699822,126.9680112
897167688,1,37.4699158,126.9678074
897167689,1,37.4698738,126.968073
897167690,1,37.4698123,126.9678712
897167691,1,37.4697665,126.9681392
897167692,1,37.4697005,126.9679412
897167693,1,37.4696635,126.9682087
897167694,1,37.4695988,126.9680091
897167695,1,37.4695641,126.9682778
897167696,1,37.4694566,126.9681094
897167697,1,37.469457,126.9683519
897167698,1,37.4692404,126.9682311
897167699,1,37.4693092,126.9684376
897167700,1,37.4691555,126.9682965
897167701,1,37.4692206,126.9684892
897167702,1,37.4690527,126.9683639
897167703,1,37.4691217,126.9685556
897167704,1,37.4689413,126.9684323
897167705,1,37.4690101,126.9686316
897167706,1,37.4688287,126.9685063
897167707,1,37.4688983,126.9687056
897167708,1,37.4687169,126.9685701
897167709,1,37.4687872,126.9687584
897167710,1,37.4686135,126.968631
897167711,1,37.4686827,126.9688217
897167712,1,37.4683587,126.9687791
897167713,1,37.4684008,126.9689904
897167714,1,37.4682482,126.9688622
897167715,1,37.4687087,126.9691396
897167716,1,37.4685565,126.9692314
897167717,1,37.4687681,126.9693097
897167718,1,37.4686131,126.9694036
897167719,1,37.4688201,126.969439
897167720,1,37.4686791,126.969565
897167721,1,37.4688959,126.9696299
897167722,1,37.4687525,126.9697567
897167723,1,37.4689784,126.9698326
897167724,1,37.4687973,126.9698879
897167725,1,37.4690787,126.9689138
897167726,1,37.4689903,126.9689758
897167727,1,37.4688775,126.9690466
897167728,1,37.4691087,126.9690956
897167729,1,37.4689586,126.969193
897167730,1,37.4690186,126.9693403
897167731,1,37.4691687,126.9692413
897167732,1,37.4690805,126.969491
897167733,1,37.4692249,126.9693891
897167734,1,37.4691723,126.9696055
897167735,1,37.46931,126.9695237
897167736,1,37.4692281,126.9697579
897167737,1,37.4693518,126.9696688
897167738,1,37.4693911,126.9687363
897167739,1,37.4692353,126.9688463
897167740,1,37.469455,126.9689023
897167741,1,37.4693088,126.9690168
897167742,1,37.4695129,126.9690506
897167743,1,37.4693702,126.9691834
897167744,1,37.4695621,126.9692064
897167745,1,37.4694252,126.9693339
897167746,1,37.4696334,126.9693524
897167747,1,37.4694999,126.9694626
897167748,1,37.4696391,126.9695466
897192418,1,37.4703431,126.9674854
897192419,1,37.4703821,126.967586
897192420,1,37.4704377,126.9677238
897192421,1,37.4704862,126.967437
897192422,1,37.4705624,126.9676354
897192423,1,37.4705962,126.967364
897192424,1,37.470684,126.967571
897192425,1,37.4707956,126.9674958
897192426,1,37.4707399,126.967275
897192427,1,37.4709061,126.9674207
897192428,1,37.4708572,126.967198
897192429,1,37.4710251,126.9673479
897192430,1,37.4709681,126.9671325
897192431,1,37.4710786,126.9670622
897192432,1,37.47115,126.9672757
897192433,1,37.471232,126.966994
897192434,1,37.4713052,126.9671997
897192435,1,37.4713501,126.9668888
897192436,1,37.4714125,126.9671081
897192437,1,37.4715368,126.9670339
897192438,1,37.4714798,126.966805
897192439,1,37.4716595,126.9669508
897192440,1,37.4715898,126.9667351
897192441,1,37.4717748,126.9668791
897192442,1,37.4716804,126.9666807
897192443,1,37.4718605,126.9667828
897192444,1,37.4718392,126.9665635
897192445,1,37.471964,126.9667253
897192446,1,37.4702067,126.9671237
897192447,1,37.4702761,126.9673401
897192448,1,37.4703925,126.9672661
897192449,1,37.4703723,126.9669785
897192450,1,37.470483,126.9671556
897192451,1,37.4705334,126.9668723
897192452,1,37.4706067,126.9670756
897192453,1,37.4706499,126.9667908
897192454,1,37.4707278,126.9669863
897192455,1,37.4707582,126.9667118
897192456,1,37.4708457,126.9669129
897192457,1,37.4708887,126.9666296
897192458,1,37.4709737,126.9668272
897192459,1,37.4710475,126.9665442
897192460,1,37.471128,126.9667428
897192461,1,37.4711681,126.9664705
897192462,1,37.4712477,126.966663
897192463,1,37.4712851,126.9663867
897192464,1,37.471355,126.9665932
897192465,1,37.4713967,126.9663203
897192466,1,37.4714687,126.9665226
897192467,1,37.4715048,126.9662479
897192468,1,37.4715858,126.9664442
897192469,1,37.4716253,126.9661839
897192470,1,37.4717139,126.9663656
897192471,1,37.4701038,126.9668758
897192472,1,37.470041,126.9666998
897192473,1,37.4701769,126.9666587
897192474,1,37.4702333,126.966803
897192475,1,37.4702902,126.9666257
897192476,1,37.4703338,126.9667474
897192477,1,37.4703922,126.9666105
897192478,1,37.470465,126.9666933
897192479,1,37.4706093,126.9665589
897192480,1,37.4707886,126.9664523
897192481,1,37.4706788,126.9663578
897192482,1,37.470518,126.9664704
897192483,1,37.4705677,126.9663242
897192484,1,37.4704467,126.9662589
897192485,1,37.4703658,126.9664128
897192486,1,37.470344,126.9662092
897192487,1,37.4702253,126.9664329
897192488,1,37.4701792,126.9662361
897192489,1,37.470074,126.9664603
897192490,1,37.4698873,126.9663572
897192491,1,37.469995,126.9662646
897192492,1,37.4711607,126.9661983
897192493,1,37.4710828,126.966278
897192494,1,37.4709766,126.9663584
897192495,1,37.4709276,126.9662471
897192496,1,37.4710583,126.9661132
897192497,1,37.4709502,126.9660379
897192498,1,37.4708114,126.9661819
897192499,1,37.4708325,126.965959
897192500,1,37.4707007,126.966106
897192501,1,37.4705962,126.966028
897192502,1,37.4705479,126.9657999
897192503,1,37.4704737,126.9659669
897192504,1,37.4703216,126.9659746
897192505,1,37.4703109,126.965788
897192506,1,37.4701868,126.9659891
897192507,1,37.4701281,126.9657933
897192508,1,37.4700363,126.96601
897192509,1,37.4699867,126.9658201
897192510,1,37.4698815,126.9660366
897192511,1,37.4698368,126.9658448
897192512,1,37.4697496,126.9660591
897192513,1,37.4696727,126.9658668
897192514,1,37.471173,126.9675689
897192515,1,37.4712324,126.9677116
897192516,1,37.4710866,126.9676867
897192517,1,37.4709974,126.9677494
897192518,1,37.4708897,126.967765
897192519,1,37.4709491,126.9678997
897192520,1,37.4707975,126.9678141
897192521,1,37.4708526,126.9679474
897192522,1,37.4707019,126.9678741
897192523,1,37.4707551,126.9680115
897192524,1,37.47063,126.9679785
897192525,1,37.4705389,126.9680302
897192526,1,37.4718902,126.9671145
897192527,1,37.4719426,126.9672663
897192528,1,37.4717433,126.9671937
897192529,1,37.471794,126.9673474
897192530,1,37.4716409,126.9672682
897192531,1,37.4716969,126.9674026
897192532,1,37.4715134,126.9673605
897192533,1,37.4715662,126.9674957
897192534,1,37.4713612,126.967504
897192535,1,37.4714983,126.9660202
897192536,1,37.4713548,126.9661245
897192537,1,37.4712867,126.9660285
897192538,1,37.4714087,126.9658893
897192539,1,37.4712184,126.9659403
897192540,1,37.4713208,126.9657729
897192541,1,37.4711208,126.9658488
897192542,1,37.471225,126.9656772
897192543,1,37.471014,126.9657708
897192544,1,37.4711134,126.9656018
897192545,1,37.470901,126.9656992
897192546,1,37.4709993,126.9655205
897192547,1,37.4708918,126.9654859
897192548,1,37.4708022,126.9656278
897192549,1,37.4707971,126.9654044
897192550,1,37.4707036,126.9655538
897192551,1,37.4705857,126.9654878
897192552,1,37.4705674,126.9652435
897192553,1,37.4703986,126.9654881
897192554,1,37.4703769,126.9652686
897192555,1,37.4702462,126.9652923
897192556,1,37.4702208,126.9655208
897192557,1,37.4701297,126.9653553
897192558,1,37.4701095,126.9655355
897192559,1,37.4700137,126.9653733
897192560,1,37.470012,126.9655594
897192561,1,37.469916,126.965576
897192562,1,37.4699056,126.9653934
897192563,1,37.4697776,126.9653741
897192564,1,37.469662,126.9653974
897192565,1,37.4695177,126.96541
897192566,1,37.4698125,126.9655887
898656284,1,37.4697116,126.968516
898656285,1,37.4695666,126.968612
898656286,1,37.4697803,126.9686834
898656287,1,37.4696369,126.9687791
898656288,1,37.4698427,126.9688422
898656289,1,37.4697003,126.96894
898656290,1,37.4699072,126.9689988
898656291,1,37.4697616,126.9690911
898656292,1,37.469963,126.9691512
898656293,1,37.4698235,126.9692456
898656294,1,37.470025,126.9692973
898656295,1,37.4698723,126.969395
898656296,1,37.4700511,126.9682942
898656297,1,37.4699017,126.9683969
898656298,1,37.470155,126.9685222
898656299,1,37.4699786,126.9685656
898656300,1,37.4700392,126.9687107
898656301,1,37.47024,126.9687552
898656302,1,37.4700943,126.9688524
898656303,1,37.4703004,126.9689087
898656304,1,37.4701548,126.9690109
898656305,1,37.4703658,126.9690763
898656306,1,37.4702116,126.9691608
898656307,1,37.4703849,126.9680951
898656308,1,37.4702404,126.9681848
898656309,1,37.4704609,126.968288
898656310,1,37.4703134,126.9683494
898656311,1,37.4703802,126.968494
898656312,1,37.4705169,126.968434
898656313,1,37.4705597,126.9685447
898656314,1,37.4704268,126.9686442
898656315,1,37.4705993,126.9686493
898656316,1,37.4704801,126.9687974
898656317,1,37.4706378,126.9687652
898656318,1,37.4705354,126.9689465
898656319,1,37.4706768,126.9688859
899293295,1,37.4700981,126.9674481
899293296,1,37.4700302,126.9672482
899293297,1,37.4699852,126.9675168
899293298,1,37.4699103,126.9673251
899293299,1,37.4698691,126.9675495
899293300,1,37.4697861,126.967405
899293301,1,37.4699286,126.9670098
899293302,1,37.4697933,126.96705
899293303,1,37.4696367,126.9671794
899293304,1,37.4697131,126.96764
899293305,1,37.4695688,126.9674535
899293306,1,37.4695232,126.967758
899293307,1,37.4693794,126.967846
899293308,1,37.4692924,126.9679434
899293309,1,37.4691759,126.9679713
